global_index,satellite_id,mean_I,mean_Q,var_I,var_Q,std_I,std_Q,max_I,max_Q,min_I,min_Q,skew_I,skew_Q,kurt_I,kurt_Q,median_I,median_Q,iqr_I,iqr_Q,signal_power,iq_ratio,iq_correlation,papr,zero_crossing_rate,fft_mean_magnitude,peak_frequency,spectral_centroid,bandwidth,occupied_bandwidth
93,85,2.0917292408822422e-05,-0.00036797890619792186,0.000236137507878557,0.00019770592426542917,0.015366766344242923,0.014060793870384032,0.027555638924241066,0.023673001676797867,-0.023301780223846436,-0.02589098922908306,0.15633386497772878,-0.016581919749617768,-1.5620186708532626,-1.5146948462252563,-0.002381004625931382,-0.0006809128390159458,0.03020785073749721,0.026088155806064606,0.0004339792781525145,1.0928804223927664,0.9519238487884669,2.66418131093019,0.0008182562051095554,0.19678789406170427,-2272.7272727272725,247.932333931225,112979.1884140792,322727.2727272727
96,85,-0.001200516431774469,-0.0013908658602601505,0.00022358458396271792,0.00029314669365137293,0.014952745031020823,0.01712152719973814,0.028068041428923607,0.03173592686653137,-0.027167726308107376,-0.027702897787094116,0.33512398984393166,0.27719352536837105,-1.32024455352636,-1.355660394528588,-0.006703141611069441,-0.005287825595587492,0.0273771770298481,0.031027074670419097,0.0005201070251582887,0.8733300982198313,0.9308132597132335,3.281079872896586,0.0008182562051095554,0.16136590189237374,-2272.7272727272725,968.4058963144442,51803.828432975046,204545.45454545453
101,85,-0.000561172464419542,-0.000960014279123491,0.0003730604213510337,0.0002771102962278818,0.01931477210196987,0.01664663017634145,0.03310999274253845,0.028057970106601715,-0.03406143561005592,-0.028603577986359596,0.1443702135203184,0.0365355078545943,-1.5255651582446665,-1.5511635816435665,-0.005155165214091539,-0.0019395573763176799,0.038389740977436304,0.03186153690330684,0.0006514072595298593,1.1602812039051869,0.9411051746976002,2.8144946444098147,0.0006364214928629876,0.22665731609828604,2272.7272727272725,-762.500734814344,98610.45750962857,288636.36363636365
103,85,-0.0004863173848769458,-0.00031564581442650955,0.0005079218513028551,0.00048425745527085144,0.022537121628612093,0.022005850478244448,0.03788425400853157,0.04291457310318947,-0.04034758731722832,-0.036300111562013626,0.06346037421249738,0.07533133177201858,-1.5038333822818999,-1.4666270323672583,-0.0031754784286022186,-0.0014784971717745066,0.04388872580602765,0.04193879244849086,0.0009925154434527051,1.0241422684795969,0.9485337571303435,2.9418674549430572,0.0004545867806164197,0.28209822126293194,2272.7272727272725,-2582.417520110943,105717.77483747972,279545.4545454545
105,85,-0.0008235633159615231,-0.0008948902858046599,0.00043696599502324076,0.00034989059789054453,0.020903731605224,0.018705362810984033,0.03770418092608452,0.029213575646281242,-0.03840959444642067,-0.03142170608043671,0.0770041409710055,0.0004314069454203147,-1.5174275461651512,-1.557893939325149,-0.0035568458260968328,-0.001890249433927238,0.04021578561514616,0.037449441850185394,0.0007883356780728104,1.117526124270044,0.9470410346545647,2.5775748144189214,0.0004545867806164197,0.2590060095397255,2272.7272727272725,-1184.7650000708977,98198.57732656781,343181.8181818181
107,85,0.00010683552445450252,0.00047198508638063107,0.00028506055938259207,0.00030022216492614213,0.016883736534979217,0.017326920237772842,0.03874850645661354,0.03141132369637489,-0.029426466673612595,-0.031107764691114426,0.14813995508629765,0.04331963791283359,-1.3334486365857194,-1.5091462164601044,-0.0029748674714937806,-0.0013032910064794123,0.030987749807536602,0.03305872716009617,0.0005855169080597854,0.9744222460361144,0.9416840388291662,3.771292963334772,0.0008182562051095554,0.2226964607313308,2272.7272727272725,-2004.5647118399902,102831.9604341063,306818.18181818177
111,85,-0.00033599732804453776,-0.0007203848707700176,0.00031050995747741207,0.0003490227044441184,0.017621292730030113,0.018682149352901512,0.033051781356334686,0.035964235663414,-0.03263266384601593,-0.030971646308898926,0.10400574890309078,0.18321688563833774,-1.453164003335034,-1.399627696366621,-0.003027261234819889,-0.0034220487577840686,0.033728706650435925,0.03528209077194333,0.0006601645104880179,0.9432154939545734,0.9460642257053355,3.1488935392550066,0.0006364214928629876,0.2338846782631982,-2272.7272727272725,-3194.431827107672,100754.54331424067,309090.90909090906
118,85,-0.0003047716783196186,-0.00010043227612739388,0.00016300241867630254,0.00017455312965440888,0.012767240057126776,0.013211855647652562,0.02286510169506073,0.02224130555987358,-0.02211744897067547,-0.021957866847515106,0.146370693169202,0.054073237789629525,-1.4619812844691609,-1.6307678271043473,-0.0017264396883547306,-0.0004631116898963228,0.02499971934594214,0.026201406493782997,0.0003376585207487053,0.9663472261290728,0.9533037893496075,2.805004800350475,0.0006364214928629876,0.1736795014130974,2272.7272727272725,-886.921784516964,107200.54366675067,347727.2727272727
121,85,-0.0006302430014428121,-0.0007375492231774181,0.0001478978324625132,0.00017395529488953184,0.012161325275746603,0.013189211306576744,0.02279052324593067,0.024210596457123756,-0.02108798362314701,-0.02750951051712036,0.07215159034565508,0.01997911955260488,-1.4550241225590668,-1.3984494056192251,-0.002337236306630075,-0.0010092296870425344,0.022897650487720966,0.024095818400382996,0.0003227943124495223,0.9220661488441246,0.9274670073753003,3.1041888638258057,0.001181925629602691,0.18251197383946743,2272.7272727272725,-4073.041756889099,110784.96438172847,356818.18181818177
123,85,-0.00042100896769302793,-0.0002780813994127543,0.0001196438009316508,0.00012539345563452535,0.010938180878539667,0.011197921933757413,0.02225595712661743,0.02322075515985489,-0.021854639053344727,-0.021292679011821747,0.16030798275735614,0.21179343139550671,-1.26685861512027,-1.2316467828145217,-0.0017492822371423244,-0.002849709358997643,0.019622160820290446,0.019707162166014314,0.00024529183438175343,0.9768045306303907,0.9167382225095552,3.176463772480038,0.001363760341849259,0.15167924437217364,2272.7272727272725,-7300.02663890332,98589.89929583989,343181.8181818181
124,85,-0.00048235909077572035,-0.0005649082291367387,0.00011989850655574476,0.00010116338732252814,0.010949817649428905,0.01005800115940181,0.018811983987689018,0.016942007467150688,-0.019965186715126038,-0.0185865331441164,0.06114084221164487,0.06244211577592928,-1.620022277184047,-1.5330565356212758,-0.0011455444036982954,-0.0014324411167763174,0.021922641433775425,0.019703991943970323,0.00022161368547807326,1.0886673679882668,0.9420026501671835,2.687089686439668,0.0008182562051095554,0.14111959333411442,2272.7272727272725,-1005.5792664685448,89132.81564832888,363636.36363636365
125,85,-2.2781928871629794e-05,-0.00013549041279342915,0.000231471483573901,0.0001996596473809418,0.0152141869179362,0.014130097217674824,0.027773942798376083,0.025617342442274094,-0.025061896070837975,-0.021505309268832207,0.04477857775691469,0.09367533019936693,-1.590386068884376,-1.5815584179726887,-0.001427551091182977,-0.0011867114808410406,0.03044165507890284,0.027258906746283174,0.000431150007623085,1.0767220270010123,0.9666229009361231,2.4438683261937957,0.0006364214928629876,0.1971493144937551,-2272.7272727272725,-1027.3725130820997,109565.6268190989,325000.0
126,85,-0.0004247505540563245,0.0003268386560746628,4.259706391411971e-05,6.527014682131203e-05,0.00652664262190904,0.008078994171387428,0.012785855680704117,0.020421378314495087,-0.013012771494686604,-0.014816313982009888,0.08470864425698688,0.19977902981743914,-1.2983580212833652,-1.280113783960478,-0.0011902127880603075,-0.000740935473004356,0.011608976288698614,0.014871149556711316,0.00010815444727570757,0.8078533643487209,0.8635696271379991,4.92334114942991,0.0017274297663423949,0.11831738136455977,2272.7272727272725,-750.7175657254081,129173.28204092341,454545.4545454545
130,85,-0.0006743387512491381,-0.0003002322026561188,8.065921520594909e-05,3.987032507185091e-05,0.008981047556156748,0.006314295294951837,0.01950342394411564,0.015559856779873371,-0.017611129209399223,-0.014118357561528683,0.13670437118260498,0.19375224729368765,-1.3003565079368766,-0.9053832466493659,-0.0018082406604662538,-0.0011150792124681175,0.01626681978814304,0.010255367262288928,0.00012107441240474799,1.4223356901500837,0.839388018058838,4.0363650236310615,0.0008182562051095554,0.11666077933235261,-2272.7272727272725,-9169.469235253753,103478.76883643317,406818.18181818177
