n_train,accuracy,chance
493,0.22060016220600162,0.20843471208434713
1232,0.21330089213300893,0.20843471208434713
2465,0.2384428223844282,0.20843471208434713
3697,0.23357664233576642,0.20843471208434713
4930,0.2360097323600973,0.20843471208434713
