global_index,cfo_hz,cfo_std_hz,cfo_iqr_hz,cfo_drift_hz_per_ms,cfo_skew,cfo_kurt,iq_gain_imbalance_db,iq_phase_error_deg,dc_offset_i,dc_offset_q,dc_offset_mag,envelope_cv,envelope_slope,papr_db,envelope_kurt,constellation_spread_deg,evm_proxy,phase_jitter,seg1_power_ratio,seg2_power_ratio,seg3_power_ratio,seg4_power_ratio,skew_i_norm,skew_q_norm,kurt_i_norm,kurt_q_norm,satellite_id
6305,-3342.844980429885,35729.616533207634,10944.362005316627,-39552.182864789036,3.451029105859527,177.306477180754,-0.25155444020232176,81.144619651274,0.010841224742008247,0.007763965028774588,0.013334590615192,0.3841980030755933,-0.07690555622937618,3.6072429910567907,-0.2642765871540762,31.945548648125428,0.3841980030755933,0.004078116645330724,0.9510588852622291,1.0771211530837537,1.0400924150799133,0.9317275465741032,0.04672596163118575,0.10093202421912034,-1.6426293927790396,-1.6342988764860868,87
6306,3368.928543667599,56172.665350082796,21521.599105430258,19796.593989664772,17.279504358987964,553.7963937510757,1.4204659123606287,75.20593013943254,0.023566181827956806,0.007309568280536868,0.02467376571170587,0.3977611409982569,-0.11067197309780857,4.392280671652788,-0.5744980913847204,42.77257104984053,0.3977611409982569,0.015260783934759558,0.9927446395975862,0.998744360213694,1.0661474949390441,0.942363505249676,0.04098803597732204,0.057647617331747975,-1.6018420450070414,-1.490743206947534,85
6308,-1116.8699533435608,35640.003894339716,9286.358441375105,11075.615518994226,0.4978555781608739,67.35219182472346,-0.1731342238742634,83.64902529160298,0.008495831276696104,0.01250963309437789,0.015121840801901145,0.3879011261607328,-0.11954142910783598,3.501001540101532,-0.2114199012399074,22.697900862617082,0.3879011261607328,0.002250708738464048,0.9687397572837508,1.0749322906412935,1.0513889298957475,0.904939022179208,0.07896596267787209,0.08530035598697212,-1.6772616605316768,-1.6256108001440133,87
6309,-1043.0547659511549,58592.13860915289,18849.100756614658,26532.166022177382,-1.6496299986916083,589.7285381783099,-0.4974590105124432,75.86997776075809,-0.0003622387238894114,-0.0007598571624690852,0.0008417837016957497,0.39385493435177366,-0.0004453214211239771,4.240493830598599,-0.3691505576608267,39.36319835260965,0.39385493435177366,0.04385986672981807,0.9252810226114668,1.0323813598555232,1.0467757185524849,0.9955618989805248,0.07349287006334256,0.06226868555071482,-1.5672147383491795,-1.5635639820352627,85
6310,-1216.8573338324036,63455.04533910898,53950.810991608465,18452.992364847996,-21.4516097451132,945.5393279638001,-0.30612599237536753,69.5238615865349,-0.010763167617136395,-0.02000408919703156,0.022715839446460443,0.4090440604472969,-0.12145657098618091,4.134245312348115,-0.4270074709125846,49.46640404246,0.4090440604472969,0.025981846139532253,0.9633187278465957,1.1195311293622858,1.0596196942887401,0.8575304485023786,0.08842211953598592,0.07850455941402866,-1.4078294537919078,-1.4492914604334692,87
6311,3954.504077088172,70702.79791147255,32700.730719052528,-31999.45372567927,-0.792546477628712,600.7109754785,0.48565244391658924,74.50924332295894,0.0108553148741108,0.009866449768865013,0.014669174893552387,0.39660143715394064,-0.02962146374408136,4.926326850312812,-0.4622718845581666,44.548691045641164,0.39660143715394064,0.07261650651779933,0.9175462946554421,1.064276569806034,1.0253414925136366,0.9928356430248874,0.07296480621928063,0.08967609016993842,-1.5430058557361765,-1.5404768660346442,85
6313,-3389.160601581128,40842.1331122839,11256.570004479836,6265.741606018647,-3.880900326737731,81.76598862683245,-0.17152779434642684,82.35339020535186,-0.008588865391654002,-0.005734530966235484,0.010327315920347625,0.3757773671698617,-0.02820407613024445,3.7227728249968357,-0.027596867279986448,28.970502116763484,0.3757773671698617,0.0030703243564891305,0.9477980709206455,1.0347270481334767,1.0608686957737918,0.956606185172086,0.09917315113205054,0.13086394325832051,-1.6655796645257022,-1.621365354368971,87
6315,-8.539209118574984,49531.45141345498,15686.726310419996,14145.46679008563,-1.6984634783827928,506.61437192006025,-0.36764907676004766,80.99899051582788,-0.005450413264267757,0.020641979402818894,0.021349433679086323,0.3706901825961802,-0.031123872795072942,3.916911250283728,-0.0818915164156282,31.121419070452543,0.3706901825961802,0.019527213268952723,0.943402222019003,1.0486617221342467,1.060069456995524,0.9478665988512268,0.10051835968093223,0.061925878713929884,-1.6350934897169722,-1.6639464149541066,87
6316,3470.5775281581523,48251.67996057121,20703.684338204504,-360.9146736880434,3.354315616129155,34.40544755824337,-0.5513847583066388,76.4882211742262,-0.028234870057435066,-0.010532944707753648,0.030135540668400806,0.4030741255092256,-0.05839759935644452,4.458310125488262,-0.2917374681539262,40.439110509208554,0.4030741255092256,0.002518837898434099,0.9182338590048809,1.0947279551513758,1.0450767792450228,0.9419614065987205,0.10041519131400786,0.16641244410598027,-1.5567729385809588,-1.5185410292498511,85
6318,5676.886206216669,33894.558340365256,13028.40503816151,12888.815392622013,7.698124383034649,82.7973854712165,-0.19768110440475894,81.14621902433068,0.008459320420317051,0.014812925370955781,0.017058219720096777,0.38557123340332006,-0.061344085066154144,3.608329207462992,-0.146288740727762,30.542893709721998,0.38557123340332006,0.003018464352457511,0.9616156760003168,1.0256685811730266,1.0783710903533987,0.9343446524732583,0.08194943231768616,0.06018431736728572,-1.6526318978901287,-1.6357531476264722,87
