case_type,global_index,true_sat,claimed_sat,rf_match,confidence_band,hmac_pass,freshness_pass,decision,combined_caught,higher_layer_only_caught
wrong_hardware,707,85,87,False,middle,True,True,flag,False,False
wrong_hardware,707,85,51,False,middle,True,True,flag,False,False
wrong_hardware,707,85,109,True,middle,True,True,flag,False,False
wrong_hardware,708,85,92,False,low,True,True,flag,False,False
wrong_hardware,708,85,87,True,low,True,True,flag,False,False
wrong_hardware,708,85,51,False,low,True,True,flag,False,False
wrong_hardware,708,85,109,False,low,True,True,flag,False,False
wrong_hardware,709,92,85,False,low,True,True,flag,False,False
wrong_hardware,709,92,87,False,low,True,True,flag,False,False
wrong_hardware,709,92,51,False,low,True,True,flag,False,False
wrong_hardware,709,92,109,True,low,True,True,flag,False,False
wrong_hardware,710,87,92,False,low,True,True,flag,False,False
wrong_hardware,710,87,85,True,low,True,True,flag,False,False
wrong_hardware,710,87,51,False,low,True,True,flag,False,False
wrong_hardware,710,87,109,False,low,True,True,flag,False,False
wrong_hardware,711,87,92,False,middle,True,True,flag,False,False
wrong_hardware,711,87,85,False,middle,True,True,flag,False,False
wrong_hardware,711,87,51,False,middle,True,True,flag,False,False
wrong_hardware,711,87,109,False,middle,True,True,flag,False,False
wrong_hardware,712,87,92,False,high,True,True,reject,True,False
wrong_hardware,712,87,85,True,high,True,True,accept,False,False
wrong_hardware,712,87,51,False,high,True,True,reject,True,False
wrong_hardware,712,87,109,False,high,True,True,reject,True,False
wrong_hardware,713,87,92,False,low,True,True,flag,False,False
wrong_hardware,713,87,85,False,low,True,True,flag,False,False
wrong_hardware,713,87,51,False,low,True,True,flag,False,False
wrong_hardware,713,87,109,False,low,True,True,flag,False,False
wrong_hardware,714,109,92,False,middle,True,True,flag,False,False
wrong_hardware,714,109,85,True,middle,True,True,flag,False,False
wrong_hardware,714,109,87,False,middle,True,True,flag,False,False
wrong_hardware,714,109,51,False,middle,True,True,flag,False,False
wrong_hardware,715,51,92,False,high,True,True,reject,True,False
wrong_hardware,715,51,85,False,high,True,True,reject,True,False
wrong_hardware,715,51,87,False,high,True,True,reject,True,False
wrong_hardware,715,51,109,False,high,True,True,reject,True,False
wrong_hardware,716,85,92,True,high,True,True,accept,False,False
wrong_hardware,716,85,87,False,high,True,True,reject,True,False
wrong_hardware,716,85,51,False,high,True,True,reject,True,False
wrong_hardware,716,85,109,False,high,True,True,reject,True,False
wrong_hardware,717,92,85,False,high,True,True,reject,True,False
wrong_hardware,717,92,87,False,high,True,True,reject,True,False
wrong_hardware,717,92,51,False,high,True,True,reject,True,False
wrong_hardware,717,92,109,False,high,True,True,reject,True,False
wrong_hardware,718,87,92,False,middle,True,True,flag,False,False
wrong_hardware,718,87,85,True,middle,True,True,flag,False,False
wrong_hardware,718,87,51,False,middle,True,True,flag,False,False
wrong_hardware,718,87,109,False,middle,True,True,flag,False,False
wrong_hardware,719,87,92,False,middle,True,True,flag,False,False
wrong_hardware,719,87,85,False,middle,True,True,flag,False,False
wrong_hardware,719,87,51,True,middle,True,True,flag,False,False
wrong_hardware,719,87,109,False,middle,True,True,flag,False,False
wrong_hardware,720,51,92,True,middle,True,True,flag,False,False
wrong_hardware,720,51,85,False,middle,True,True,flag,False,False
wrong_hardware,720,51,87,False,middle,True,True,flag,False,False
wrong_hardware,720,51,109,False,middle,True,True,flag,False,False
wrong_hardware,721,85,92,False,low,True,True,flag,False,False
wrong_hardware,721,85,87,True,low,True,True,flag,False,False
wrong_hardware,721,85,51,False,low,True,True,flag,False,False
wrong_hardware,721,85,109,False,low,True,True,flag,False,False
wrong_hardware,722,92,85,True,low,True,True,flag,False,False
wrong_hardware,722,92,87,False,low,True,True,flag,False,False
wrong_hardware,722,92,51,False,low,True,True,flag,False,False
wrong_hardware,722,92,109,False,low,True,True,flag,False,False
wrong_hardware,723,87,92,False,low,True,True,flag,False,False
wrong_hardware,723,87,85,False,low,True,True,flag,False,False
wrong_hardware,723,87,51,True,low,True,True,flag,False,False
wrong_hardware,723,87,109,False,low,True,True,flag,False,False
wrong_hardware,724,51,92,False,high,True,True,reject,True,False
wrong_hardware,724,51,85,True,high,True,True,accept,False,False
wrong_hardware,724,51,87,False,high,True,True,reject,True,False
wrong_hardware,724,51,109,False,high,True,True,reject,True,False
wrong_hardware,725,85,92,True,high,True,True,accept,False,False
wrong_hardware,725,85,87,False,high,True,True,reject,True,False
wrong_hardware,725,85,51,False,high,True,True,reject,True,False
wrong_hardware,725,85,109,False,high,True,True,reject,True,False
wrong_hardware,726,85,92,False,low,True,True,flag,False,False
wrong_hardware,726,85,87,False,low,True,True,flag,False,False
wrong_hardware,726,85,51,False,low,True,True,flag,False,False
wrong_hardware,726,85,109,True,low,True,True,flag,False,False
wrong_hardware,727,51,92,False,low,True,True,flag,False,False
wrong_hardware,727,51,85,True,low,True,True,flag,False,False
wrong_hardware,727,51,87,False,low,True,True,flag,False,False
wrong_hardware,727,51,109,False,low,True,True,flag,False,False
wrong_hardware,728,87,92,False,middle,True,True,flag,False,False
wrong_hardware,728,87,85,False,middle,True,True,flag,False,False
wrong_hardware,728,87,51,False,middle,True,True,flag,False,False
wrong_hardware,728,87,109,True,middle,True,True,flag,False,False
wrong_hardware,729,92,85,False,middle,True,True,flag,False,False
wrong_hardware,729,92,87,False,middle,True,True,flag,False,False
wrong_hardware,729,92,51,False,middle,True,True,flag,False,False
wrong_hardware,729,92,109,True,middle,True,True,flag,False,False
wrong_hardware,730,85,92,False,low,True,True,flag,False,False
wrong_hardware,730,85,87,True,low,True,True,flag,False,False
wrong_hardware,730,85,51,False,low,True,True,flag,False,False
wrong_hardware,730,85,109,False,low,True,True,flag,False,False
wrong_hardware,731,51,92,False,high,True,True,reject,True,False
wrong_hardware,731,51,85,False,high,True,True,reject,True,False
wrong_hardware,731,51,87,True,high,True,True,accept,False,False
wrong_hardware,731,51,109,False,high,True,True,reject,True,False
wrong_hardware,732,92,85,False,low,True,True,flag,False,False
wrong_hardware,732,92,87,False,low,True,True,flag,False,False
wrong_hardware,732,92,51,False,low,True,True,flag,False,False
wrong_hardware,732,92,109,False,low,True,True,flag,False,False
wrong_hardware,733,92,85,False,middle,True,True,flag,False,False
wrong_hardware,733,92,87,True,middle,True,True,flag,False,False
wrong_hardware,733,92,51,False,middle,True,True,flag,False,False
wrong_hardware,733,92,109,False,middle,True,True,flag,False,False
wrong_hardware,734,51,92,False,high,True,True,reject,True,False
wrong_hardware,734,51,85,False,high,True,True,reject,True,False
wrong_hardware,734,51,87,True,high,True,True,accept,False,False
wrong_hardware,734,51,109,False,high,True,True,reject,True,False
wrong_hardware,735,92,85,False,low,True,True,flag,False,False
wrong_hardware,735,92,87,False,low,True,True,flag,False,False
wrong_hardware,735,92,51,False,low,True,True,flag,False,False
wrong_hardware,735,92,109,False,low,True,True,flag,False,False
wrong_hardware,736,85,92,False,high,True,True,reject,True,False
wrong_hardware,736,85,87,True,high,True,True,accept,False,False
wrong_hardware,736,85,51,False,high,True,True,reject,True,False
wrong_hardware,736,85,109,False,high,True,True,reject,True,False
wrong_hardware,737,92,85,True,high,True,True,accept,False,False
wrong_hardware,737,92,87,False,high,True,True,reject,True,False
wrong_hardware,737,92,51,False,high,True,True,reject,True,False
wrong_hardware,737,92,109,False,high,True,True,reject,True,False
wrong_hardware,738,109,92,False,high,True,True,reject,True,False
wrong_hardware,738,109,85,False,high,True,True,reject,True,False
wrong_hardware,738,109,87,False,high,True,True,reject,True,False
wrong_hardware,738,109,51,False,high,True,True,reject,True,False
wrong_hardware,739,87,92,False,low,True,True,flag,False,False
wrong_hardware,739,87,85,False,low,True,True,flag,False,False
wrong_hardware,739,87,51,False,low,True,True,flag,False,False
wrong_hardware,739,87,109,True,low,True,True,flag,False,False
wrong_hardware,740,51,92,True,high,True,True,accept,False,False
wrong_hardware,740,51,85,False,high,True,True,reject,True,False
wrong_hardware,740,51,87,False,high,True,True,reject,True,False
wrong_hardware,740,51,109,False,high,True,True,reject,True,False
wrong_hardware,741,87,92,False,low,True,True,flag,False,False
wrong_hardware,741,87,85,False,low,True,True,flag,False,False
wrong_hardware,741,87,51,False,low,True,True,flag,False,False
wrong_hardware,741,87,109,False,low,True,True,flag,False,False
wrong_hardware,742,51,92,False,low,True,True,flag,False,False
wrong_hardware,742,51,85,True,low,True,True,flag,False,False
wrong_hardware,742,51,87,False,low,True,True,flag,False,False
wrong_hardware,742,51,109,False,low,True,True,flag,False,False
wrong_hardware,743,92,85,True,middle,True,True,flag,False,False
wrong_hardware,743,92,87,False,middle,True,True,flag,False,False
wrong_hardware,743,92,51,False,middle,True,True,flag,False,False
wrong_hardware,743,92,109,False,middle,True,True,flag,False,False
wrong_hardware,744,51,92,False,high,True,True,reject,True,False
wrong_hardware,744,51,85,True,high,True,True,accept,False,False
wrong_hardware,744,51,87,False,high,True,True,reject,True,False
wrong_hardware,744,51,109,False,high,True,True,reject,True,False
wrong_hardware,745,92,85,False,low,True,True,flag,False,False
wrong_hardware,745,92,87,False,low,True,True,flag,False,False
wrong_hardware,745,92,51,False,low,True,True,flag,False,False
wrong_hardware,745,92,109,True,low,True,True,flag,False,False
wrong_hardware,746,87,92,False,low,True,True,flag,False,False
wrong_hardware,746,87,85,False,low,True,True,flag,False,False
wrong_hardware,746,87,51,False,low,True,True,flag,False,False
wrong_hardware,746,87,109,False,low,True,True,flag,False,False
wrong_hardware,747,109,92,False,low,True,True,flag,False,False
wrong_hardware,747,109,85,True,low,True,True,flag,False,False
wrong_hardware,747,109,87,False,low,True,True,flag,False,False
wrong_hardware,747,109,51,False,low,True,True,flag,False,False
wrong_hardware,748,109,92,False,low,True,True,flag,False,False
wrong_hardware,748,109,85,False,low,True,True,flag,False,False
wrong_hardware,748,109,87,True,low,True,True,flag,False,False
wrong_hardware,748,109,51,False,low,True,True,flag,False,False
wrong_hardware,749,51,92,False,low,True,True,flag,False,False
wrong_hardware,749,51,85,False,low,True,True,flag,False,False
wrong_hardware,749,51,87,True,low,True,True,flag,False,False
wrong_hardware,749,51,109,False,low,True,True,flag,False,False
wrong_hardware,750,109,92,False,low,True,True,flag,False,False
wrong_hardware,750,109,85,False,low,True,True,flag,False,False
wrong_hardware,750,109,87,False,low,True,True,flag,False,False
wrong_hardware,750,109,51,True,low,True,True,flag,False,False
wrong_hardware,751,109,92,False,high,True,True,reject,True,False
wrong_hardware,751,109,85,False,high,True,True,reject,True,False
wrong_hardware,751,109,87,False,high,True,True,reject,True,False
wrong_hardware,751,109,51,False,high,True,True,reject,True,False
wrong_hardware,752,92,85,False,middle,True,True,flag,False,False
wrong_hardware,752,92,87,False,middle,True,True,flag,False,False
wrong_hardware,752,92,51,False,middle,True,True,flag,False,False
wrong_hardware,752,92,109,True,middle,True,True,flag,False,False
wrong_hardware,753,109,92,False,high,True,True,reject,True,False
wrong_hardware,753,109,85,False,high,True,True,reject,True,False
wrong_hardware,753,109,87,True,high,True,True,accept,False,False
wrong_hardware,753,109,51,False,high,True,True,reject,True,False
wrong_hardware,754,109,92,False,low,True,True,flag,False,False
wrong_hardware,754,109,85,False,low,True,True,flag,False,False
wrong_hardware,754,109,87,False,low,True,True,flag,False,False
wrong_hardware,754,109,51,False,low,True,True,flag,False,False
wrong_hardware,755,85,92,False,middle,True,True,flag,False,False
wrong_hardware,755,85,87,False,middle,True,True,flag,False,False
wrong_hardware,755,85,51,True,middle,True,True,flag,False,False
wrong_hardware,755,85,109,False,middle,True,True,flag,False,False
wrong_hardware,756,87,92,False,high,True,True,reject,True,False
wrong_hardware,756,87,85,True,high,True,True,accept,False,False
wrong_hardware,756,87,51,False,high,True,True,reject,True,False
wrong_hardware,756,87,109,False,high,True,True,reject,True,False
wrong_hardware,757,87,92,True,middle,True,True,flag,False,False
wrong_hardware,757,87,85,False,middle,True,True,flag,False,False
wrong_hardware,757,87,51,False,middle,True,True,flag,False,False
wrong_hardware,757,87,109,False,middle,True,True,flag,False,False
wrong_hardware,758,51,92,True,middle,True,True,flag,False,False
wrong_hardware,758,51,85,False,middle,True,True,flag,False,False
wrong_hardware,758,51,87,False,middle,True,True,flag,False,False
wrong_hardware,758,51,109,False,middle,True,True,flag,False,False
wrong_hardware,759,109,92,False,high,True,True,reject,True,False
wrong_hardware,759,109,85,False,high,True,True,reject,True,False
wrong_hardware,759,109,87,False,high,True,True,reject,True,False
wrong_hardware,759,109,51,False,high,True,True,reject,True,False
wrong_hardware,760,109,92,False,middle,True,True,flag,False,False
wrong_hardware,760,109,85,False,middle,True,True,flag,False,False
wrong_hardware,760,109,87,False,middle,True,True,flag,False,False
wrong_hardware,760,109,51,False,middle,True,True,flag,False,False
wrong_hardware,761,51,92,False,low,True,True,flag,False,False
wrong_hardware,761,51,85,False,low,True,True,flag,False,False
wrong_hardware,761,51,87,True,low,True,True,flag,False,False
wrong_hardware,761,51,109,False,low,True,True,flag,False,False
wrong_hardware,762,51,92,False,middle,True,True,flag,False,False
wrong_hardware,762,51,85,False,middle,True,True,flag,False,False
wrong_hardware,762,51,87,False,middle,True,True,flag,False,False
wrong_hardware,762,51,109,True,middle,True,True,flag,False,False
wrong_hardware,763,92,85,False,low,True,True,flag,False,False
wrong_hardware,763,92,87,False,low,True,True,flag,False,False
wrong_hardware,763,92,51,True,low,True,True,flag,False,False
wrong_hardware,763,92,109,False,low,True,True,flag,False,False
wrong_hardware,764,92,85,False,low,True,True,flag,False,False
wrong_hardware,764,92,87,False,low,True,True,flag,False,False
wrong_hardware,764,92,51,False,low,True,True,flag,False,False
wrong_hardware,764,92,109,False,low,True,True,flag,False,False
wrong_hardware,765,51,92,False,low,True,True,flag,False,False
wrong_hardware,765,51,85,False,low,True,True,flag,False,False
wrong_hardware,765,51,87,False,low,True,True,flag,False,False
wrong_hardware,765,51,109,True,low,True,True,flag,False,False
wrong_hardware,766,92,85,False,low,True,True,flag,False,False
wrong_hardware,766,92,87,False,low,True,True,flag,False,False
wrong_hardware,766,92,51,False,low,True,True,flag,False,False
wrong_hardware,766,92,109,True,low,True,True,flag,False,False
wrong_hardware,767,92,85,False,middle,True,True,flag,False,False
wrong_hardware,767,92,87,False,middle,True,True,flag,False,False
wrong_hardware,767,92,51,False,middle,True,True,flag,False,False
wrong_hardware,767,92,109,True,middle,True,True,flag,False,False
wrong_hardware,768,51,92,True,low,True,True,flag,False,False
wrong_hardware,768,51,85,False,low,True,True,flag,False,False
wrong_hardware,768,51,87,False,low,True,True,flag,False,False
wrong_hardware,768,51,109,False,low,True,True,flag,False,False
wrong_hardware,769,109,92,False,low,True,True,flag,False,False
wrong_hardware,769,109,85,True,low,True,True,flag,False,False
wrong_hardware,769,109,87,False,low,True,True,flag,False,False
wrong_hardware,769,109,51,False,low,True,True,flag,False,False
wrong_hardware,770,85,92,False,low,True,True,flag,False,False
wrong_hardware,770,85,87,False,low,True,True,flag,False,False
wrong_hardware,770,85,51,False,low,True,True,flag,False,False
wrong_hardware,770,85,109,False,low,True,True,flag,False,False
wrong_hardware,771,51,92,False,middle,True,True,flag,False,False
wrong_hardware,771,51,85,False,middle,True,True,flag,False,False
wrong_hardware,771,51,87,True,middle,True,True,flag,False,False
wrong_hardware,771,51,109,False,middle,True,True,flag,False,False
wrong_hardware,772,109,92,False,low,True,True,flag,False,False
wrong_hardware,772,109,85,False,low,True,True,flag,False,False
wrong_hardware,772,109,87,False,low,True,True,flag,False,False
wrong_hardware,772,109,51,False,low,True,True,flag,False,False
wrong_hardware,773,92,85,False,low,True,True,flag,False,False
wrong_hardware,773,92,87,False,low,True,True,flag,False,False
wrong_hardware,773,92,51,True,low,True,True,flag,False,False
wrong_hardware,773,92,109,False,low,True,True,flag,False,False
wrong_hardware,774,87,92,False,low,True,True,flag,False,False
wrong_hardware,774,87,85,True,low,True,True,flag,False,False
wrong_hardware,774,87,51,False,low,True,True,flag,False,False
wrong_hardware,774,87,109,False,low,True,True,flag,False,False
wrong_hardware,775,51,92,False,high,True,True,reject,True,False
wrong_hardware,775,51,85,True,high,True,True,accept,False,False
wrong_hardware,775,51,87,False,high,True,True,reject,True,False
wrong_hardware,775,51,109,False,high,True,True,reject,True,False
wrong_hardware,776,87,92,False,middle,True,True,flag,False,False
wrong_hardware,776,87,85,False,middle,True,True,flag,False,False
wrong_hardware,776,87,51,False,middle,True,True,flag,False,False
wrong_hardware,776,87,109,True,middle,True,True,flag,False,False
wrong_hardware,777,109,92,False,high,True,True,reject,True,False
wrong_hardware,777,109,85,False,high,True,True,reject,True,False
wrong_hardware,777,109,87,True,high,True,True,accept,False,False
wrong_hardware,777,109,51,False,high,True,True,reject,True,False
wrong_hardware,778,87,92,True,high,True,True,accept,False,False
wrong_hardware,778,87,85,False,high,True,True,reject,True,False
wrong_hardware,778,87,51,False,high,True,True,reject,True,False
wrong_hardware,778,87,109,False,high,True,True,reject,True,False
wrong_hardware,779,87,92,False,low,True,True,flag,False,False
wrong_hardware,779,87,85,True,low,True,True,flag,False,False
wrong_hardware,779,87,51,False,low,True,True,flag,False,False
wrong_hardware,779,87,109,False,low,True,True,flag,False,False
wrong_hardware,780,87,92,False,low,True,True,flag,False,False
wrong_hardware,780,87,85,True,low,True,True,flag,False,False
wrong_hardware,780,87,51,False,low,True,True,flag,False,False
wrong_hardware,780,87,109,False,low,True,True,flag,False,False
wrong_hardware,781,51,92,False,middle,True,True,flag,False,False
wrong_hardware,781,51,85,False,middle,True,True,flag,False,False
wrong_hardware,781,51,87,True,middle,True,True,flag,False,False
wrong_hardware,781,51,109,False,middle,True,True,flag,False,False
wrong_hardware,782,51,92,False,middle,True,True,flag,False,False
wrong_hardware,782,51,85,False,middle,True,True,flag,False,False
wrong_hardware,782,51,87,False,middle,True,True,flag,False,False
wrong_hardware,782,51,109,False,middle,True,True,flag,False,False
wrong_hardware,783,92,85,True,high,True,True,accept,False,False
wrong_hardware,783,92,87,False,high,True,True,reject,True,False
wrong_hardware,783,92,51,False,high,True,True,reject,True,False
wrong_hardware,783,92,109,False,high,True,True,reject,True,False
wrong_hardware,784,51,92,False,middle,True,True,flag,False,False
wrong_hardware,784,51,85,False,middle,True,True,flag,False,False
wrong_hardware,784,51,87,False,middle,True,True,flag,False,False
wrong_hardware,784,51,109,False,middle,True,True,flag,False,False
wrong_hardware,785,92,85,True,high,True,True,accept,False,False
wrong_hardware,785,92,87,False,high,True,True,reject,True,False
wrong_hardware,785,92,51,False,high,True,True,reject,True,False
wrong_hardware,785,92,109,False,high,True,True,reject,True,False
wrong_hardware,786,92,85,False,high,True,True,reject,True,False
wrong_hardware,786,92,87,False,high,True,True,reject,True,False
wrong_hardware,786,92,51,False,high,True,True,reject,True,False
wrong_hardware,786,92,109,False,high,True,True,reject,True,False
wrong_hardware,787,87,92,False,low,True,True,flag,False,False
wrong_hardware,787,87,85,False,low,True,True,flag,False,False
wrong_hardware,787,87,51,False,low,True,True,flag,False,False
wrong_hardware,787,87,109,False,low,True,True,flag,False,False
wrong_hardware,788,109,92,False,middle,True,True,flag,False,False
wrong_hardware,788,109,85,True,middle,True,True,flag,False,False
wrong_hardware,788,109,87,False,middle,True,True,flag,False,False
wrong_hardware,788,109,51,False,middle,True,True,flag,False,False
wrong_hardware,789,87,92,True,middle,True,True,flag,False,False
wrong_hardware,789,87,85,False,middle,True,True,flag,False,False
wrong_hardware,789,87,51,False,middle,True,True,flag,False,False
wrong_hardware,789,87,109,False,middle,True,True,flag,False,False
wrong_hardware,790,109,92,False,low,True,True,flag,False,False
wrong_hardware,790,109,85,False,low,True,True,flag,False,False
wrong_hardware,790,109,87,False,low,True,True,flag,False,False
wrong_hardware,790,109,51,True,low,True,True,flag,False,False
wrong_hardware,791,85,92,False,high,True,True,reject,True,False
wrong_hardware,791,85,87,True,high,True,True,accept,False,False
wrong_hardware,791,85,51,False,high,True,True,reject,True,False
wrong_hardware,791,85,109,False,high,True,True,reject,True,False
wrong_hardware,792,92,85,True,high,True,True,accept,False,False
wrong_hardware,792,92,87,False,high,True,True,reject,True,False
wrong_hardware,792,92,51,False,high,True,True,reject,True,False
wrong_hardware,792,92,109,False,high,True,True,reject,True,False
wrong_hardware,793,51,92,False,low,True,True,flag,False,False
wrong_hardware,793,51,85,False,low,True,True,flag,False,False
wrong_hardware,793,51,87,True,low,True,True,flag,False,False
wrong_hardware,793,51,109,False,low,True,True,flag,False,False
wrong_hardware,794,85,92,False,high,True,True,reject,True,False
wrong_hardware,794,85,87,True,high,True,True,accept,False,False
wrong_hardware,794,85,51,False,high,True,True,reject,True,False
wrong_hardware,794,85,109,False,high,True,True,reject,True,False
wrong_hardware,795,87,92,False,high,True,True,reject,True,False
wrong_hardware,795,87,85,True,high,True,True,accept,False,False
wrong_hardware,795,87,51,False,high,True,True,reject,True,False
wrong_hardware,795,87,109,False,high,True,True,reject,True,False
wrong_hardware,796,87,92,False,high,True,True,reject,True,False
wrong_hardware,796,87,85,True,high,True,True,accept,False,False
wrong_hardware,796,87,51,False,high,True,True,reject,True,False
wrong_hardware,796,87,109,False,high,True,True,reject,True,False
wrong_hardware,797,92,85,False,low,True,True,flag,False,False
wrong_hardware,797,92,87,False,low,True,True,flag,False,False
wrong_hardware,797,92,51,False,low,True,True,flag,False,False
wrong_hardware,797,92,109,False,low,True,True,flag,False,False
wrong_hardware,798,92,85,False,high,True,True,reject,True,False
wrong_hardware,798,92,87,False,high,True,True,reject,True,False
wrong_hardware,798,92,51,True,high,True,True,accept,False,False
wrong_hardware,798,92,109,False,high,True,True,reject,True,False
wrong_hardware,799,87,92,False,middle,True,True,flag,False,False
wrong_hardware,799,87,85,False,middle,True,True,flag,False,False
wrong_hardware,799,87,51,False,middle,True,True,flag,False,False
wrong_hardware,799,87,109,True,middle,True,True,flag,False,False
wrong_hardware,800,87,92,False,high,True,True,reject,True,False
wrong_hardware,800,87,85,True,high,True,True,accept,False,False
wrong_hardware,800,87,51,False,high,True,True,reject,True,False
wrong_hardware,800,87,109,False,high,True,True,reject,True,False
wrong_hardware,801,85,92,False,high,True,True,reject,True,False
wrong_hardware,801,85,87,False,high,True,True,reject,True,False
wrong_hardware,801,85,51,False,high,True,True,reject,True,False
wrong_hardware,801,85,109,True,high,True,True,accept,False,False
wrong_hardware,802,92,85,True,high,True,True,accept,False,False
wrong_hardware,802,92,87,False,high,True,True,reject,True,False
wrong_hardware,802,92,51,False,high,True,True,reject,True,False
wrong_hardware,802,92,109,False,high,True,True,reject,True,False
wrong_hardware,803,87,92,False,low,True,True,flag,False,False
wrong_hardware,803,87,85,False,low,True,True,flag,False,False
wrong_hardware,803,87,51,False,low,True,True,flag,False,False
wrong_hardware,803,87,109,True,low,True,True,flag,False,False
wrong_hardware,804,87,92,False,middle,True,True,flag,False,False
wrong_hardware,804,87,85,False,middle,True,True,flag,False,False
wrong_hardware,804,87,51,True,middle,True,True,flag,False,False
wrong_hardware,804,87,109,False,middle,True,True,flag,False,False
wrong_hardware,805,92,85,False,high,True,True,reject,True,False
wrong_hardware,805,92,87,False,high,True,True,reject,True,False
wrong_hardware,805,92,51,True,high,True,True,accept,False,False
wrong_hardware,805,92,109,False,high,True,True,reject,True,False
wrong_hardware,806,51,92,False,high,True,True,reject,True,False
wrong_hardware,806,51,85,True,high,True,True,accept,False,False
wrong_hardware,806,51,87,False,high,True,True,reject,True,False
wrong_hardware,806,51,109,False,high,True,True,reject,True,False
wrong_hardware,807,85,92,False,high,True,True,reject,True,False
wrong_hardware,807,85,87,False,high,True,True,reject,True,False
wrong_hardware,807,85,51,True,high,True,True,accept,False,False
wrong_hardware,807,85,109,False,high,True,True,reject,True,False
wrong_hardware,808,87,92,False,low,True,True,flag,False,False
wrong_hardware,808,87,85,True,low,True,True,flag,False,False
wrong_hardware,808,87,51,False,low,True,True,flag,False,False
wrong_hardware,808,87,109,False,low,True,True,flag,False,False
wrong_hardware,809,85,92,False,high,True,True,reject,True,False
wrong_hardware,809,85,87,False,high,True,True,reject,True,False
wrong_hardware,809,85,51,False,high,True,True,reject,True,False
wrong_hardware,809,85,109,True,high,True,True,accept,False,False
wrong_hardware,810,92,85,True,high,True,True,accept,False,False
wrong_hardware,810,92,87,False,high,True,True,reject,True,False
wrong_hardware,810,92,51,False,high,True,True,reject,True,False
wrong_hardware,810,92,109,False,high,True,True,reject,True,False
wrong_hardware,811,85,92,False,high,True,True,reject,True,False
wrong_hardware,811,85,87,False,high,True,True,reject,True,False
wrong_hardware,811,85,51,False,high,True,True,reject,True,False
wrong_hardware,811,85,109,False,high,True,True,reject,True,False
wrong_hardware,812,92,85,False,high,True,True,reject,True,False
wrong_hardware,812,92,87,False,high,True,True,reject,True,False
wrong_hardware,812,92,51,False,high,True,True,reject,True,False
wrong_hardware,812,92,109,False,high,True,True,reject,True,False
wrong_hardware,813,85,92,False,middle,True,True,flag,False,False
wrong_hardware,813,85,87,False,middle,True,True,flag,False,False
wrong_hardware,813,85,51,False,middle,True,True,flag,False,False
wrong_hardware,813,85,109,False,middle,True,True,flag,False,False
wrong_hardware,814,87,92,False,high,True,True,reject,True,False
wrong_hardware,814,87,85,False,high,True,True,reject,True,False
wrong_hardware,814,87,51,False,high,True,True,reject,True,False
wrong_hardware,814,87,109,True,high,True,True,accept,False,False
wrong_hardware,815,85,92,False,high,True,True,reject,True,False
wrong_hardware,815,85,87,False,high,True,True,reject,True,False
wrong_hardware,815,85,51,True,high,True,True,accept,False,False
wrong_hardware,815,85,109,False,high,True,True,reject,True,False
wrong_hardware,816,109,92,False,high,True,True,reject,True,False
wrong_hardware,816,109,85,False,high,True,True,reject,True,False
wrong_hardware,816,109,87,True,high,True,True,accept,False,False
wrong_hardware,816,109,51,False,high,True,True,reject,True,False
wrong_hardware,817,109,92,False,middle,True,True,flag,False,False
wrong_hardware,817,109,85,True,middle,True,True,flag,False,False
wrong_hardware,817,109,87,False,middle,True,True,flag,False,False
wrong_hardware,817,109,51,False,middle,True,True,flag,False,False
wrong_hardware,818,109,92,False,middle,True,True,flag,False,False
wrong_hardware,818,109,85,False,middle,True,True,flag,False,False
wrong_hardware,818,109,87,False,middle,True,True,flag,False,False
wrong_hardware,818,109,51,False,middle,True,True,flag,False,False
wrong_hardware,819,109,92,False,high,True,True,reject,True,False
wrong_hardware,819,109,85,False,high,True,True,reject,True,False
wrong_hardware,819,109,87,False,high,True,True,reject,True,False
wrong_hardware,819,109,51,True,high,True,True,accept,False,False
wrong_hardware,820,109,92,False,high,True,True,reject,True,False
wrong_hardware,820,109,85,False,high,True,True,reject,True,False
wrong_hardware,820,109,87,False,high,True,True,reject,True,False
wrong_hardware,820,109,51,False,high,True,True,reject,True,False
wrong_hardware,821,92,85,False,high,True,True,reject,True,False
wrong_hardware,821,92,87,True,high,True,True,accept,False,False
wrong_hardware,821,92,51,False,high,True,True,reject,True,False
wrong_hardware,821,92,109,False,high,True,True,reject,True,False
wrong_hardware,822,92,85,False,low,True,True,flag,False,False
wrong_hardware,822,92,87,False,low,True,True,flag,False,False
wrong_hardware,822,92,51,True,low,True,True,flag,False,False
wrong_hardware,822,92,109,False,low,True,True,flag,False,False
wrong_hardware,823,92,85,False,low,True,True,flag,False,False
wrong_hardware,823,92,87,False,low,True,True,flag,False,False
wrong_hardware,823,92,51,False,low,True,True,flag,False,False
wrong_hardware,823,92,109,True,low,True,True,flag,False,False
wrong_hardware,824,87,92,False,middle,True,True,flag,False,False
wrong_hardware,824,87,85,False,middle,True,True,flag,False,False
wrong_hardware,824,87,51,True,middle,True,True,flag,False,False
wrong_hardware,824,87,109,False,middle,True,True,flag,False,False
wrong_hardware,825,109,92,False,high,True,True,reject,True,False
wrong_hardware,825,109,85,False,high,True,True,reject,True,False
wrong_hardware,825,109,87,False,high,True,True,reject,True,False
wrong_hardware,825,109,51,True,high,True,True,accept,False,False
wrong_hardware,826,109,92,False,middle,True,True,flag,False,False
