case_type,global_index,true_sat,claimed_sat,rf_match,confidence_band,hmac_pass,freshness_pass,decision,combined_caught,higher_layer_only_caught
genuine,1182,51,51,True,low,True,True,flag,False,False
genuine,1183,85,85,False,low,True,True,flag,False,False
genuine,1184,85,85,False,high,True,True,reject,True,False
genuine,1185,85,85,True,high,True,True,accept,False,False
genuine,1186,51,51,False,high,True,True,reject,True,False
genuine,1187,85,85,False,middle,True,True,flag,False,False
genuine,1188,109,109,False,middle,True,True,flag,False,False
genuine,1189,85,85,True,high,True,True,accept,False,False
genuine,1190,85,85,False,low,True,True,flag,False,False
genuine,1191,85,85,False,high,True,True,reject,True,False
genuine,1192,51,51,False,high,True,True,reject,True,False
genuine,1193,85,85,False,low,True,True,flag,False,False
genuine,1194,109,109,False,low,True,True,flag,False,False
genuine,1195,92,92,False,high,True,True,reject,True,False
genuine,1196,87,87,False,high,True,True,reject,True,False
genuine,1197,87,87,False,high,True,True,reject,True,False
genuine,1198,85,85,True,high,True,True,accept,False,False
genuine,1199,92,92,False,high,True,True,reject,True,False
genuine,1200,85,85,True,high,True,True,accept,False,False
genuine,1201,51,51,True,high,True,True,accept,False,False
genuine,1202,109,109,False,low,True,True,flag,False,False
genuine,1203,87,87,True,low,True,True,flag,False,False
genuine,1204,87,87,False,low,True,True,flag,False,False
genuine,1205,51,51,False,low,True,True,flag,False,False
genuine,1206,85,85,False,low,True,True,flag,False,False
genuine,1207,85,85,False,low,True,True,flag,False,False
genuine,1208,109,109,False,middle,True,True,flag,False,False
genuine,1209,51,51,False,middle,True,True,flag,False,False
genuine,1210,51,51,False,low,True,True,flag,False,False
genuine,1211,51,51,False,low,True,True,flag,False,False
genuine,1212,109,109,False,low,True,True,flag,False,False
genuine,1213,85,85,False,low,True,True,flag,False,False
genuine,1214,85,85,False,high,True,True,reject,True,False
genuine,1215,51,51,True,high,True,True,accept,False,False
genuine,1216,85,85,False,high,True,True,reject,True,False
genuine,1217,92,92,False,middle,True,True,flag,False,False
genuine,1218,87,87,False,low,True,True,flag,False,False
genuine,1219,109,109,False,low,True,True,flag,False,False
genuine,1220,92,92,False,middle,True,True,flag,False,False
genuine,1221,92,92,False,high,True,True,reject,True,False
genuine,1222,92,92,False,high,True,True,reject,True,False
genuine,1223,51,51,False,high,True,True,reject,True,False
genuine,1224,109,109,True,low,True,True,flag,False,False
genuine,1225,85,85,True,low,True,True,flag,False,False
genuine,1226,109,109,False,middle,True,True,flag,False,False
genuine,1227,85,85,False,low,True,True,flag,False,False
genuine,1228,92,92,False,low,True,True,flag,False,False
genuine,1229,92,92,True,low,True,True,flag,False,False
genuine,1230,85,85,False,high,True,True,reject,True,False
genuine,1231,92,92,False,high,True,True,reject,True,False
genuine,1232,92,92,False,high,True,True,reject,True,False
wrong_hardware,0,109,92,False,high,True,True,reject,True,False
wrong_hardware,0,109,85,False,high,True,True,reject,True,False
wrong_hardware,0,109,87,False,high,True,True,reject,True,False
wrong_hardware,0,109,51,False,high,True,True,reject,True,False
wrong_hardware,1,85,92,False,middle,True,True,flag,False,False
wrong_hardware,1,85,87,False,middle,True,True,flag,False,False
wrong_hardware,1,85,51,True,middle,True,True,flag,False,False
wrong_hardware,1,85,109,False,middle,True,True,flag,False,False
wrong_hardware,2,109,92,False,high,True,True,reject,True,False
wrong_hardware,2,109,85,False,high,True,True,reject,True,False
wrong_hardware,2,109,87,False,high,True,True,reject,True,False
wrong_hardware,2,109,51,True,high,True,True,accept,False,False
wrong_hardware,3,109,92,True,middle,True,True,flag,False,False
wrong_hardware,3,109,85,False,middle,True,True,flag,False,False
wrong_hardware,3,109,87,False,middle,True,True,flag,False,False
wrong_hardware,3,109,51,False,middle,True,True,flag,False,False
wrong_hardware,4,92,85,True,low,True,True,flag,False,False
wrong_hardware,4,92,87,False,low,True,True,flag,False,False
wrong_hardware,4,92,51,False,low,True,True,flag,False,False
wrong_hardware,4,92,109,False,low,True,True,flag,False,False
wrong_hardware,5,85,92,False,low,True,True,flag,False,False
wrong_hardware,5,85,87,True,low,True,True,flag,False,False
wrong_hardware,5,85,51,False,low,True,True,flag,False,False
wrong_hardware,5,85,109,False,low,True,True,flag,False,False
wrong_hardware,6,85,92,False,middle,True,True,flag,False,False
wrong_hardware,6,85,87,False,middle,True,True,flag,False,False
wrong_hardware,6,85,51,False,middle,True,True,flag,False,False
wrong_hardware,6,85,109,False,middle,True,True,flag,False,False
wrong_hardware,7,87,92,False,low,True,True,flag,False,False
wrong_hardware,7,87,85,False,low,True,True,flag,False,False
wrong_hardware,7,87,51,False,low,True,True,flag,False,False
wrong_hardware,7,87,109,False,low,True,True,flag,False,False
wrong_hardware,8,87,92,True,middle,True,True,flag,False,False
wrong_hardware,8,87,85,False,middle,True,True,flag,False,False
wrong_hardware,8,87,51,False,middle,True,True,flag,False,False
wrong_hardware,8,87,109,False,middle,True,True,flag,False,False
wrong_hardware,9,51,92,True,high,True,True,accept,False,False
wrong_hardware,9,51,85,False,high,True,True,reject,True,False
wrong_hardware,9,51,87,False,high,True,True,reject,True,False
wrong_hardware,9,51,109,False,high,True,True,reject,True,False
wrong_hardware,10,92,85,False,low,True,True,flag,False,False
wrong_hardware,10,92,87,True,low,True,True,flag,False,False
wrong_hardware,10,92,51,False,low,True,True,flag,False,False
wrong_hardware,10,92,109,False,low,True,True,flag,False,False
wrong_hardware,11,51,92,False,middle,True,True,flag,False,False
wrong_hardware,11,51,85,True,middle,True,True,flag,False,False
wrong_hardware,11,51,87,False,middle,True,True,flag,False,False
wrong_hardware,11,51,109,False,middle,True,True,flag,False,False
wrong_hardware,12,109,92,False,low,True,True,flag,False,False
wrong_hardware,12,109,85,True,low,True,True,flag,False,False
wrong_hardware,12,109,87,False,low,True,True,flag,False,False
wrong_hardware,12,109,51,False,low,True,True,flag,False,False
wrong_hardware,13,85,92,False,middle,True,True,flag,False,False
wrong_hardware,13,85,87,False,middle,True,True,flag,False,False
wrong_hardware,13,85,51,False,middle,True,True,flag,False,False
wrong_hardware,13,85,109,True,middle,True,True,flag,False,False
wrong_hardware,14,85,92,False,high,True,True,reject,True,False
wrong_hardware,14,85,87,False,high,True,True,reject,True,False
wrong_hardware,14,85,51,False,high,True,True,reject,True,False
wrong_hardware,14,85,109,True,high,True,True,accept,False,False
wrong_hardware,15,51,92,False,low,True,True,flag,False,False
wrong_hardware,15,51,85,False,low,True,True,flag,False,False
wrong_hardware,15,51,87,False,low,True,True,flag,False,False
wrong_hardware,15,51,109,False,low,True,True,flag,False,False
wrong_hardware,16,87,92,False,low,True,True,flag,False,False
wrong_hardware,16,87,85,True,low,True,True,flag,False,False
wrong_hardware,16,87,51,False,low,True,True,flag,False,False
wrong_hardware,16,87,109,False,low,True,True,flag,False,False
wrong_hardware,17,51,92,False,middle,True,True,flag,False,False
wrong_hardware,17,51,85,False,middle,True,True,flag,False,False
wrong_hardware,17,51,87,False,middle,True,True,flag,False,False
wrong_hardware,17,51,109,False,middle,True,True,flag,False,False
wrong_hardware,18,92,85,False,low,True,True,flag,False,False
wrong_hardware,18,92,87,False,low,True,True,flag,False,False
wrong_hardware,18,92,51,True,low,True,True,flag,False,False
wrong_hardware,18,92,109,False,low,True,True,flag,False,False
wrong_hardware,19,85,92,False,high,True,True,reject,True,False
wrong_hardware,19,85,87,False,high,True,True,reject,True,False
wrong_hardware,19,85,51,False,high,True,True,reject,True,False
wrong_hardware,19,85,109,False,high,True,True,reject,True,False
wrong_hardware,20,109,92,False,low,True,True,flag,False,False
wrong_hardware,20,109,85,True,low,True,True,flag,False,False
wrong_hardware,20,109,87,False,low,True,True,flag,False,False
wrong_hardware,20,109,51,False,low,True,True,flag,False,False
wrong_hardware,21,87,92,False,middle,True,True,flag,False,False
wrong_hardware,21,87,85,True,middle,True,True,flag,False,False
wrong_hardware,21,87,51,False,middle,True,True,flag,False,False
wrong_hardware,21,87,109,False,middle,True,True,flag,False,False
wrong_hardware,22,87,92,False,high,True,True,reject,True,False
wrong_hardware,22,87,85,False,high,True,True,reject,True,False
wrong_hardware,22,87,51,True,high,True,True,accept,False,False
wrong_hardware,22,87,109,False,high,True,True,reject,True,False
wrong_hardware,23,109,92,True,middle,True,True,flag,False,False
wrong_hardware,23,109,85,False,middle,True,True,flag,False,False
wrong_hardware,23,109,87,False,middle,True,True,flag,False,False
wrong_hardware,23,109,51,False,middle,True,True,flag,False,False
wrong_hardware,24,109,92,False,middle,True,True,flag,False,False
wrong_hardware,24,109,85,False,middle,True,True,flag,False,False
wrong_hardware,24,109,87,True,middle,True,True,flag,False,False
wrong_hardware,24,109,51,False,middle,True,True,flag,False,False
wrong_hardware,25,51,92,False,high,True,True,reject,True,False
wrong_hardware,25,51,85,True,high,True,True,accept,False,False
wrong_hardware,25,51,87,False,high,True,True,reject,True,False
wrong_hardware,25,51,109,False,high,True,True,reject,True,False
wrong_hardware,26,51,92,True,high,True,True,accept,False,False
wrong_hardware,26,51,85,False,high,True,True,reject,True,False
wrong_hardware,26,51,87,False,high,True,True,reject,True,False
wrong_hardware,26,51,109,False,high,True,True,reject,True,False
wrong_hardware,27,51,92,False,middle,True,True,flag,False,False
wrong_hardware,27,51,85,False,middle,True,True,flag,False,False
wrong_hardware,27,51,87,False,middle,True,True,flag,False,False
wrong_hardware,27,51,109,False,middle,True,True,flag,False,False
wrong_hardware,28,109,92,False,high,True,True,reject,True,False
wrong_hardware,28,109,85,False,high,True,True,reject,True,False
wrong_hardware,28,109,87,True,high,True,True,accept,False,False
wrong_hardware,28,109,51,False,high,True,True,reject,True,False
wrong_hardware,29,85,92,False,high,True,True,reject,True,False
wrong_hardware,29,85,87,False,high,True,True,reject,True,False
wrong_hardware,29,85,51,False,high,True,True,reject,True,False
wrong_hardware,29,85,109,False,high,True,True,reject,True,False
wrong_hardware,30,51,92,False,low,True,True,flag,False,False
wrong_hardware,30,51,85,False,low,True,True,flag,False,False
wrong_hardware,30,51,87,False,low,True,True,flag,False,False
wrong_hardware,30,51,109,True,low,True,True,flag,False,False
wrong_hardware,31,109,92,False,low,True,True,flag,False,False
wrong_hardware,31,109,85,False,low,True,True,flag,False,False
wrong_hardware,31,109,87,False,low,True,True,flag,False,False
wrong_hardware,31,109,51,True,low,True,True,flag,False,False
wrong_hardware,32,109,92,False,low,True,True,flag,False,False
wrong_hardware,32,109,85,False,low,True,True,flag,False,False
wrong_hardware,32,109,87,True,low,True,True,flag,False,False
wrong_hardware,32,109,51,False,low,True,True,flag,False,False
wrong_hardware,33,92,85,False,middle,True,True,flag,False,False
wrong_hardware,33,92,87,True,middle,True,True,flag,False,False
wrong_hardware,33,92,51,False,middle,True,True,flag,False,False
wrong_hardware,33,92,109,False,middle,True,True,flag,False,False
wrong_hardware,34,87,92,False,low,True,True,flag,False,False
wrong_hardware,34,87,85,False,low,True,True,flag,False,False
wrong_hardware,34,87,51,False,low,True,True,flag,False,False
wrong_hardware,34,87,109,False,low,True,True,flag,False,False
wrong_hardware,35,109,92,False,low,True,True,flag,False,False
wrong_hardware,35,109,85,False,low,True,True,flag,False,False
wrong_hardware,35,109,87,False,low,True,True,flag,False,False
wrong_hardware,35,109,51,True,low,True,True,flag,False,False
wrong_hardware,36,85,92,False,high,True,True,reject,True,False
wrong_hardware,36,85,87,False,high,True,True,reject,True,False
wrong_hardware,36,85,51,False,high,True,True,reject,True,False
wrong_hardware,36,85,109,False,high,True,True,reject,True,False
wrong_hardware,37,92,85,False,high,True,True,reject,True,False
wrong_hardware,37,92,87,False,high,True,True,reject,True,False
wrong_hardware,37,92,51,False,high,True,True,reject,True,False
wrong_hardware,37,92,109,True,high,True,True,accept,False,False
wrong_hardware,38,85,92,False,middle,True,True,flag,False,False
wrong_hardware,38,85,87,False,middle,True,True,flag,False,False
wrong_hardware,38,85,51,False,middle,True,True,flag,False,False
wrong_hardware,38,85,109,False,middle,True,True,flag,False,False
wrong_hardware,39,85,92,False,low,True,True,flag,False,False
wrong_hardware,39,85,87,False,low,True,True,flag,False,False
wrong_hardware,39,85,51,False,low,True,True,flag,False,False
wrong_hardware,39,85,109,False,low,True,True,flag,False,False
wrong_hardware,40,87,92,False,low,True,True,flag,False,False
wrong_hardware,40,87,85,True,low,True,True,flag,False,False
wrong_hardware,40,87,51,False,low,True,True,flag,False,False
wrong_hardware,40,87,109,False,low,True,True,flag,False,False
wrong_hardware,41,109,92,True,low,True,True,flag,False,False
wrong_hardware,41,109,85,False,low,True,True,flag,False,False
wrong_hardware,41,109,87,False,low,True,True,flag,False,False
wrong_hardware,41,109,51,False,low,True,True,flag,False,False
wrong_hardware,42,92,85,False,high,True,True,reject,True,False
wrong_hardware,42,92,87,False,high,True,True,reject,True,False
wrong_hardware,42,92,51,False,high,True,True,reject,True,False
wrong_hardware,42,92,109,True,high,True,True,accept,False,False
wrong_hardware,43,109,92,False,high,True,True,reject,True,False
wrong_hardware,43,109,85,False,high,True,True,reject,True,False
wrong_hardware,43,109,87,False,high,True,True,reject,True,False
wrong_hardware,43,109,51,False,high,True,True,reject,True,False
wrong_hardware,44,51,92,False,high,True,True,reject,True,False
wrong_hardware,44,51,85,False,high,True,True,reject,True,False
wrong_hardware,44,51,87,False,high,True,True,reject,True,False
wrong_hardware,44,51,109,False,high,True,True,reject,True,False
wrong_hardware,45,92,85,False,middle,True,True,flag,False,False
wrong_hardware,45,92,87,False,middle,True,True,flag,False,False
wrong_hardware,45,92,51,False,middle,True,True,flag,False,False
wrong_hardware,45,92,109,False,middle,True,True,flag,False,False
wrong_hardware,46,87,92,False,low,True,True,flag,False,False
wrong_hardware,46,87,85,False,low,True,True,flag,False,False
wrong_hardware,46,87,51,True,low,True,True,flag,False,False
wrong_hardware,46,87,109,False,low,True,True,flag,False,False
wrong_hardware,47,87,92,True,low,True,True,flag,False,False
wrong_hardware,47,87,85,False,low,True,True,flag,False,False
wrong_hardware,47,87,51,False,low,True,True,flag,False,False
wrong_hardware,47,87,109,False,low,True,True,flag,False,False
wrong_hardware,48,87,92,False,high,True,True,reject,True,False
wrong_hardware,48,87,85,False,high,True,True,reject,True,False
wrong_hardware,48,87,51,False,high,True,True,reject,True,False
wrong_hardware,48,87,109,True,high,True,True,accept,False,False
wrong_hardware,49,87,92,False,low,True,True,flag,False,False
wrong_hardware,49,87,85,True,low,True,True,flag,False,False
wrong_hardware,49,87,51,False,low,True,True,flag,False,False
wrong_hardware,49,87,109,False,low,True,True,flag,False,False
wrong_hardware,50,51,92,False,high,True,True,reject,True,False
wrong_hardware,50,51,85,False,high,True,True,reject,True,False
wrong_hardware,50,51,87,False,high,True,True,reject,True,False
wrong_hardware,50,51,109,True,high,True,True,accept,False,False
wrong_hardware,51,92,85,False,low,True,True,flag,False,False
wrong_hardware,51,92,87,False,low,True,True,flag,False,False
wrong_hardware,51,92,51,True,low,True,True,flag,False,False
wrong_hardware,51,92,109,False,low,True,True,flag,False,False
wrong_hardware,52,51,92,True,high,True,True,accept,False,False
wrong_hardware,52,51,85,False,high,True,True,reject,True,False
wrong_hardware,52,51,87,False,high,True,True,reject,True,False
wrong_hardware,52,51,109,False,high,True,True,reject,True,False
wrong_hardware,53,109,92,False,middle,True,True,flag,False,False
wrong_hardware,53,109,85,False,middle,True,True,flag,False,False
wrong_hardware,53,109,87,False,middle,True,True,flag,False,False
wrong_hardware,53,109,51,False,middle,True,True,flag,False,False
wrong_hardware,54,85,92,False,low,True,True,flag,False,False
wrong_hardware,54,85,87,False,low,True,True,flag,False,False
wrong_hardware,54,85,51,False,low,True,True,flag,False,False
wrong_hardware,54,85,109,True,low,True,True,flag,False,False
wrong_hardware,55,92,85,False,high,True,True,reject,True,False
wrong_hardware,55,92,87,False,high,True,True,reject,True,False
wrong_hardware,55,92,51,False,high,True,True,reject,True,False
wrong_hardware,55,92,109,False,high,True,True,reject,True,False
wrong_hardware,56,51,92,False,high,True,True,reject,True,False
wrong_hardware,56,51,85,False,high,True,True,reject,True,False
wrong_hardware,56,51,87,False,high,True,True,reject,True,False
wrong_hardware,56,51,109,True,high,True,True,accept,False,False
wrong_hardware,57,87,92,True,low,True,True,flag,False,False
wrong_hardware,57,87,85,False,low,True,True,flag,False,False
wrong_hardware,57,87,51,False,low,True,True,flag,False,False
wrong_hardware,57,87,109,False,low,True,True,flag,False,False
wrong_hardware,58,85,92,False,middle,True,True,flag,False,False
wrong_hardware,58,85,87,False,middle,True,True,flag,False,False
wrong_hardware,58,85,51,False,middle,True,True,flag,False,False
wrong_hardware,58,85,109,False,middle,True,True,flag,False,False
wrong_hardware,59,87,92,False,low,True,True,flag,False,False
wrong_hardware,59,87,85,False,low,True,True,flag,False,False
wrong_hardware,59,87,51,False,low,True,True,flag,False,False
wrong_hardware,59,87,109,True,low,True,True,flag,False,False
wrong_hardware,60,87,92,False,low,True,True,flag,False,False
wrong_hardware,60,87,85,False,low,True,True,flag,False,False
wrong_hardware,60,87,51,True,low,True,True,flag,False,False
wrong_hardware,60,87,109,False,low,True,True,flag,False,False
wrong_hardware,61,109,92,False,middle,True,True,flag,False,False
wrong_hardware,61,109,85,False,middle,True,True,flag,False,False
wrong_hardware,61,109,87,False,middle,True,True,flag,False,False
wrong_hardware,61,109,51,True,middle,True,True,flag,False,False
wrong_hardware,62,87,92,False,middle,True,True,flag,False,False
wrong_hardware,62,87,85,False,middle,True,True,flag,False,False
wrong_hardware,62,87,51,False,middle,True,True,flag,False,False
wrong_hardware,62,87,109,True,middle,True,True,flag,False,False
wrong_hardware,63,87,92,False,low,True,True,flag,False,False
wrong_hardware,63,87,85,True,low,True,True,flag,False,False
wrong_hardware,63,87,51,False,low,True,True,flag,False,False
wrong_hardware,63,87,109,False,low,True,True,flag,False,False
wrong_hardware,64,85,92,False,high,True,True,reject,True,False
wrong_hardware,64,85,87,False,high,True,True,reject,True,False
wrong_hardware,64,85,51,False,high,True,True,reject,True,False
wrong_hardware,64,85,109,True,high,True,True,accept,False,False
wrong_hardware,65,92,85,False,middle,True,True,flag,False,False
wrong_hardware,65,92,87,False,middle,True,True,flag,False,False
wrong_hardware,65,92,51,False,middle,True,True,flag,False,False
wrong_hardware,65,92,109,False,middle,True,True,flag,False,False
wrong_hardware,66,85,92,True,low,True,True,flag,False,False
wrong_hardware,66,85,87,False,low,True,True,flag,False,False
wrong_hardware,66,85,51,False,low,True,True,flag,False,False
wrong_hardware,66,85,109,False,low,True,True,flag,False,False
wrong_hardware,67,51,92,False,middle,True,True,flag,False,False
wrong_hardware,67,51,85,True,middle,True,True,flag,False,False
wrong_hardware,67,51,87,False,middle,True,True,flag,False,False
wrong_hardware,67,51,109,False,middle,True,True,flag,False,False
wrong_hardware,68,92,85,False,middle,True,True,flag,False,False
wrong_hardware,68,92,87,False,middle,True,True,flag,False,False
wrong_hardware,68,92,51,False,middle,True,True,flag,False,False
wrong_hardware,68,92,109,False,middle,True,True,flag,False,False
wrong_hardware,69,85,92,False,low,True,True,flag,False,False
wrong_hardware,69,85,87,False,low,True,True,flag,False,False
wrong_hardware,69,85,51,False,low,True,True,flag,False,False
wrong_hardware,69,85,109,False,low,True,True,flag,False,False
wrong_hardware,70,51,92,False,high,True,True,reject,True,False
wrong_hardware,70,51,85,False,high,True,True,reject,True,False
wrong_hardware,70,51,87,False,high,True,True,reject,True,False
wrong_hardware,70,51,109,True,high,True,True,accept,False,False
wrong_hardware,71,109,92,False,low,True,True,flag,False,False
wrong_hardware,71,109,85,True,low,True,True,flag,False,False
wrong_hardware,71,109,87,False,low,True,True,flag,False,False
wrong_hardware,71,109,51,False,low,True,True,flag,False,False
wrong_hardware,72,51,92,False,high,True,True,reject,True,False
wrong_hardware,72,51,85,True,high,True,True,accept,False,False
wrong_hardware,72,51,87,False,high,True,True,reject,True,False
wrong_hardware,72,51,109,False,high,True,True,reject,True,False
wrong_hardware,73,85,92,False,middle,True,True,flag,False,False
wrong_hardware,73,85,87,False,middle,True,True,flag,False,False
wrong_hardware,73,85,51,False,middle,True,True,flag,False,False
wrong_hardware,73,85,109,False,middle,True,True,flag,False,False
wrong_hardware,74,85,92,False,low,True,True,flag,False,False
wrong_hardware,74,85,87,False,low,True,True,flag,False,False
wrong_hardware,74,85,51,False,low,True,True,flag,False,False
wrong_hardware,74,85,109,False,low,True,True,flag,False,False
wrong_hardware,75,51,92,False,high,True,True,reject,True,False
wrong_hardware,75,51,85,True,high,True,True,accept,False,False
wrong_hardware,75,51,87,False,high,True,True,reject,True,False
wrong_hardware,75,51,109,False,high,True,True,reject,True,False
wrong_hardware,76,51,92,False,high,True,True,reject,True,False
wrong_hardware,76,51,85,True,high,True,True,accept,False,False
wrong_hardware,76,51,87,False,high,True,True,reject,True,False
wrong_hardware,76,51,109,False,high,True,True,reject,True,False
wrong_hardware,77,87,92,False,high,True,True,reject,True,False
wrong_hardware,77,87,85,True,high,True,True,accept,False,False
wrong_hardware,77,87,51,False,high,True,True,reject,True,False
wrong_hardware,77,87,109,False,high,True,True,reject,True,False
wrong_hardware,78,85,92,False,high,True,True,reject,True,False
wrong_hardware,78,85,87,True,high,True,True,accept,False,False
wrong_hardware,78,85,51,False,high,True,True,reject,True,False
wrong_hardware,78,85,109,False,high,True,True,reject,True,False
wrong_hardware,79,87,92,False,middle,True,True,flag,False,False
wrong_hardware,79,87,85,False,middle,True,True,flag,False,False
wrong_hardware,79,87,51,True,middle,True,True,flag,False,False
wrong_hardware,79,87,109,False,middle,True,True,flag,False,False
wrong_hardware,80,85,92,False,low,True,True,flag,False,False
wrong_hardware,80,85,87,True,low,True,True,flag,False,False
wrong_hardware,80,85,51,False,low,True,True,flag,False,False
wrong_hardware,80,85,109,False,low,True,True,flag,False,False
wrong_hardware,81,51,92,False,low,True,True,flag,False,False
wrong_hardware,81,51,85,False,low,True,True,flag,False,False
wrong_hardware,81,51,87,False,low,True,True,flag,False,False
wrong_hardware,81,51,109,True,low,True,True,flag,False,False
wrong_hardware,82,92,85,False,middle,True,True,flag,False,False
wrong_hardware,82,92,87,False,middle,True,True,flag,False,False
wrong_hardware,82,92,51,False,middle,True,True,flag,False,False
wrong_hardware,82,92,109,True,middle,True,True,flag,False,False
wrong_hardware,83,92,85,True,middle,True,True,flag,False,False
wrong_hardware,83,92,87,False,middle,True,True,flag,False,False
wrong_hardware,83,92,51,False,middle,True,True,flag,False,False
wrong_hardware,83,92,109,False,middle,True,True,flag,False,False
wrong_hardware,84,92,85,True,high,True,True,accept,False,False
wrong_hardware,84,92,87,False,high,True,True,reject,True,False
wrong_hardware,84,92,51,False,high,True,True,reject,True,False
wrong_hardware,84,92,109,False,high,True,True,reject,True,False
wrong_hardware,85,87,92,False,middle,True,True,flag,False,False
wrong_hardware,85,87,85,False,middle,True,True,flag,False,False
wrong_hardware,85,87,51,False,middle,True,True,flag,False,False
wrong_hardware,85,87,109,False,middle,True,True,flag,False,False
wrong_hardware,86,87,92,False,low,True,True,flag,False,False
wrong_hardware,86,87,85,True,low,True,True,flag,False,False
wrong_hardware,86,87,51,False,low,True,True,flag,False,False
wrong_hardware,86,87,109,False,low,True,True,flag,False,False
wrong_hardware,87,92,85,False,high,True,True,reject,True,False
wrong_hardware,87,92,87,False,high,True,True,reject,True,False
wrong_hardware,87,92,51,False,high,True,True,reject,True,False
wrong_hardware,87,92,109,True,high,True,True,accept,False,False
wrong_hardware,88,85,92,False,low,True,True,flag,False,False
wrong_hardware,88,85,87,False,low,True,True,flag,False,False
wrong_hardware,88,85,51,False,low,True,True,flag,False,False
wrong_hardware,88,85,109,False,low,True,True,flag,False,False
wrong_hardware,89,51,92,False,high,True,True,reject,True,False
wrong_hardware,89,51,85,False,high,True,True,reject,True,False
wrong_hardware,89,51,87,True,high,True,True,accept,False,False
wrong_hardware,89,51,109,False,high,True,True,reject,True,False
wrong_hardware,90,109,92,False,high,True,True,reject,True,False
wrong_hardware,90,109,85,False,high,True,True,reject,True,False
wrong_hardware,90,109,87,False,high,True,True,reject,True,False
wrong_hardware,90,109,51,False,high,True,True,reject,True,False
wrong_hardware,91,51,92,True,high,True,True,accept,False,False
wrong_hardware,91,51,85,False,high,True,True,reject,True,False
wrong_hardware,91,51,87,False,high,True,True,reject,True,False
wrong_hardware,91,51,109,False,high,True,True,reject,True,False
wrong_hardware,92,85,92,True,low,True,True,flag,False,False
wrong_hardware,92,85,87,False,low,True,True,flag,False,False
wrong_hardware,92,85,51,False,low,True,True,flag,False,False
wrong_hardware,92,85,109,False,low,True,True,flag,False,False
wrong_hardware,93,87,92,False,middle,True,True,flag,False,False
wrong_hardware,93,87,85,True,middle,True,True,flag,False,False
wrong_hardware,93,87,51,False,middle,True,True,flag,False,False
wrong_hardware,93,87,109,False,middle,True,True,flag,False,False
wrong_hardware,94,109,92,False,low,True,True,flag,False,False
wrong_hardware,94,109,85,False,low,True,True,flag,False,False
wrong_hardware,94,109,87,True,low,True,True,flag,False,False
wrong_hardware,94,109,51,False,low,True,True,flag,False,False
wrong_hardware,95,85,92,False,low,True,True,flag,False,False
wrong_hardware,95,85,87,True,low,True,True,flag,False,False
wrong_hardware,95,85,51,False,low,True,True,flag,False,False
wrong_hardware,95,85,109,False,low,True,True,flag,False,False
wrong_hardware,96,92,85,False,middle,True,True,flag,False,False
wrong_hardware,96,92,87,True,middle,True,True,flag,False,False
wrong_hardware,96,92,51,False,middle,True,True,flag,False,False
wrong_hardware,96,92,109,False,middle,True,True,flag,False,False
wrong_hardware,97,109,92,False,middle,True,True,flag,False,False
wrong_hardware,97,109,85,True,middle,True,True,flag,False,False
wrong_hardware,97,109,87,False,middle,True,True,flag,False,False
wrong_hardware,97,109,51,False,middle,True,True,flag,False,False
wrong_hardware,98,51,92,False,high,True,True,reject,True,False
wrong_hardware,98,51,85,False,high,True,True,reject,True,False
wrong_hardware,98,51,87,False,high,True,True,reject,True,False
wrong_hardware,98,51,109,True,high,True,True,accept,False,False
wrong_hardware,99,109,92,True,low,True,True,flag,False,False
wrong_hardware,99,109,85,False,low,True,True,flag,False,False
wrong_hardware,99,109,87,False,low,True,True,flag,False,False
wrong_hardware,99,109,51,False,low,True,True,flag,False,False
wrong_hardware,100,109,92,False,middle,True,True,flag,False,False
wrong_hardware,100,109,85,False,middle,True,True,flag,False,False
wrong_hardware,100,109,87,True,middle,True,True,flag,False,False
wrong_hardware,100,109,51,False,middle,True,True,flag,False,False
wrong_hardware,101,109,92,False,low,True,True,flag,False,False
wrong_hardware,101,109,85,False,low,True,True,flag,False,False
wrong_hardware,101,109,87,True,low,True,True,flag,False,False
wrong_hardware,101,109,51,False,low,True,True,flag,False,False
wrong_hardware,102,85,92,False,high,True,True,reject,True,False
wrong_hardware,102,85,87,False,high,True,True,reject,True,False
wrong_hardware,102,85,51,True,high,True,True,accept,False,False
wrong_hardware,102,85,109,False,high,True,True,reject,True,False
wrong_hardware,103,109,92,False,high,True,True,reject,True,False
wrong_hardware,103,109,85,False,high,True,True,reject,True,False
wrong_hardware,103,109,87,True,high,True,True,accept,False,False
wrong_hardware,103,109,51,False,high,True,True,reject,True,False
wrong_hardware,104,85,92,False,high,True,True,reject,True,False
wrong_hardware,104,85,87,False,high,True,True,reject,True,False
wrong_hardware,104,85,51,False,high,True,True,reject,True,False
wrong_hardware,104,85,109,False,high,True,True,reject,True,False
wrong_hardware,105,85,92,True,low,True,True,flag,False,False
wrong_hardware,105,85,87,False,low,True,True,flag,False,False
wrong_hardware,105,85,51,False,low,True,True,flag,False,False
wrong_hardware,105,85,109,False,low,True,True,flag,False,False
wrong_hardware,106,109,92,False,low,True,True,flag,False,False
wrong_hardware,106,109,85,False,low,True,True,flag,False,False
wrong_hardware,106,109,87,True,low,True,True,flag,False,False
wrong_hardware,106,109,51,False,low,True,True,flag,False,False
wrong_hardware,107,92,85,False,high,True,True,reject,True,False
wrong_hardware,107,92,87,False,high,True,True,reject,True,False
